lon_orig,lat_orig,lon_dest,lat_dest,req_time
13.30809,52.429975,13.276223,52.412483,96
13.424117,52.390482,13.472033,52.418187,100
13.29743,52.617339,13.31959,52.610381,100
13.247836,52.518808,13.338816,52.454094,102
13.504208,52.454837,13.49073,52.435604,102
13.373188,52.487887,13.36412,52.475554,104
13.355076,52.518392,13.322516,52.497272,121
13.399325,52.429145,13.404932,52.444546,122
13.468497,52.436062,13.408465,52.438213,125
13.421077,52.481866,13.423933,52.445873,126
13.583537,52.442234,13.465269,52.46994,128
13.392967,52.398627,13.398651,52.386508,139
13.328772,52.486948,13.275457,52.490779,143
13.349252,52.446615,13.347081,52.445849,149
13.530494,52.509826,13.556551,52.510232,159
13.366126,52.574399,13.366087,52.57457,163
13.253761,52.444925,13.282981,52.455908,177
13.336286,52.453143,13.325378,52.446525,197
13.26706,52.494177,13.323302,52.575829,204
13.334535,52.468189,13.432789,52.462213,219
13.380533,52.594884,13.363534,52.606836,238
13.44181,52.546368,13.458525,52.550306,456
13.694718,52.373059,13.642862,52.373316,527
13.46327,52.438526,13.428752,52.416184,557
13.369666,52.540314,13.376515,52.549114,585
13.328487,52.483823,13.35314,52.439102,589
13.330839,52.465211,13.340289,52.475485,625
13.322481,52.506395,13.323139,52.491549,660
13.295684,52.493193,13.318201,52.49626,667
13.281823,52.463138,13.374056,52.547795,669
13.425984,52.558873,13.423543,52.549043,688
13.299365,52.487203,13.284296,52.476295,697
13.277882,52.572787,13.31721,52.568959,700
13.453421,52.449828,13.438378,52.45314,706
13.325378,52.446525,13.553935,52.424382,737
13.218377,52.508906,13.256112,52.506813,738
13.370703,52.515884,13.343076,52.526348,740
13.438979,52.4702,13.425074,52.487102,748
13.450872,52.509149,13.466166,52.52698,751
13.303409,52.432291,13.341845,52.432301,770
13.322516,52.497272,13.346353,52.547709,770
13.398651,52.386508,13.392967,52.398627,807
13.268876,52.485134,13.308516,52.484019,819
13.403217,52.439632,13.392714,52.46564,838
13.31959,52.610381,13.29743,52.617339,848
13.36021,52.560573,13.379073,52.572361,856
13.326085,52.485234,13.322606,52.486532,863
13.415108,52.538458,13.393933,52.554905,870
13.423253,52.50686,13.448793,52.488045,907
13.404932,52.444546,13.399325,52.429145,918
13.556551,52.510232,13.530494,52.509826,943
13.591614,52.511194,13.458088,52.464169,954
13.248566,52.550255,13.231264,52.545745,981
13.535712,52.430489,13.538662,52.451005,995
13.470757,52.429311,13.480313,52.44945,1032
13.353441,52.45417,13.309204,52.46752,1040
13.341876,52.492318,13.285159,52.514472,1064
13.376515,52.549114,13.369719,52.536359,1071
13.543172,52.520203,13.490326,52.501576,1080
13.348795,52.53891,13.403585,52.537158,1129
13.62817,52.45767,13.590212,52.437264,1183
13.41978,52.608736,13.388279,52.58409,1203
13.282981,52.455908,13.253761,52.444925,1207
13.266672,52.419704,13.288853,52.438832,1228
13.526439,52.481245,13.527772,52.510338,1262
13.421077,52.481866,13.427668,52.468117,1262
13.354908,52.527309,13.289289,52.506581,1266
13.142156,52.537356,13.136653,52.551401,1274
13.219575,52.513891,13.265908,52.497137,1304
13.697478,52.430802,13.577818,52.446013,1307
13.569374,52.442656,13.601603,52.443995,1311
13.196523,52.537789,13.200593,52.545935,1316
13.33488,52.547605,13.358779,52.543855,1344
13.324378,52.588012,13.340975,52.58841,1406
13.619939,52.525172,13.615649,52.518283,1438
13.642862,52.373316,13.694718,52.373059,1460
13.544395,52.544984,13.558811,52.547841,1502
13.31721,52.568959,13.277882,52.572787,1518
13.575615,52.558062,13.565013,52.565518,1564
13.369719,52.536359,13.384287,52.53841,1581
13.425037,52.571493,13.468683,52.511005,1603
13.236554,52.510012,13.274824,52.495864,1604
13.508814,52.469913,13.573875,52.491731,1615
13.245988,52.510245,13.250015,52.521877,1618
13.294994,52.532294,13.331354,52.527064,1635
13.456538,52.43151,13.489969,52.464885,1650
13.33415,52.524516,13.328091,52.518563,1674
13.442311,52.535137,13.465578,52.517308,1678
13.347954,52.451294,13.313902,52.48839,1692
13.184063,52.549606,13.258868,52.541393,1695
13.165116,52.535577,13.179852,52.526723,1714
13.341386,52.575293,13.26396,52.516489,1752
13.471631,52.537957,13.453766,52.546824,1752
13.338816,52.454094,13.247836,52.518808,1796
13.344328,52.526324,13.2962,52.483696,1800
13.268893,52.404402,13.306954,52.477017,1811
13.30193,52.499765,13.326498,52.537077,1836
13.323302,52.575829,13.391538,52.547258,1858
13.557483,52.445771,13.599824,52.452125,1861
13.584556,52.526289,13.539141,52.476128,1882
13.340975,52.58841,13.324378,52.588012,1897
13.558811,52.547841,13.544395,52.544984,1912
13.392548,52.510695,13.367858,52.50258,1921
13.593697,52.544707,13.423543,52.549043,1944
13.309204,52.46752,13.353441,52.45417,1994
13.319306,52.433337,13.306853,52.428919,2007
13.243308,52.598912,13.22377,52.607492,2031
13.424516,52.58454,13.391538,52.547258,2105
13.421101,52.480311,13.400848,52.463692,2127
13.573581,52.40266,13.576354,52.422719,2132
13.35314,52.439102,13.328487,52.483823,2144
13.288853,52.438832,13.266672,52.419704,2148
13.363534,52.606836,13.380533,52.594884,2195
13.488379,52.470972,13.524002,52.461405,2253
13.473404,52.420507,13.454835,52.419541,2277
13.408465,52.438213,13.468497,52.436062,2281
13.243002,52.546917,13.161806,52.523549,2305
13.461421,52.544717,13.434573,52.499857,2313
13.38491,52.460816,13.369921,52.455715,2314
13.379539,52.516267,13.323883,52.495235,2317
13.355918,52.520863,13.366984,52.507632,2352
13.635198,52.388458,13.642854,52.377459,2373
13.479543,52.441407,13.488079,52.42194,2432
13.562796,52.567453,13.579743,52.567453,2433
13.319986,52.505227,13.309329,52.511861,2456
13.489961,52.397992,13.435129,52.426954,2468
13.322516,52.497272,13.355076,52.518392,2551
13.298076,52.509909,13.31721,52.512376,2553
13.305005,52.469831,13.329583,52.460157,2586
13.337676,52.526598,13.281311,52.512824,2604
13.553935,52.424382,13.336286,52.453143,2638
13.457132,52.469096,13.448294,52.468387,2654
13.418282,52.441654,13.371183,52.420101,2669
13.356134,52.596685,13.378311,52.560786,2688
13.417453,52.52157,13.408439,52.516151,2695
13.502936,52.445551,13.498043,52.457836,2698
13.465578,52.517308,13.442311,52.535137,2705
13.339381,52.579198,13.368278,52.584278,2719
13.118882,52.465413,13.14988,52.45505,2726
13.550845,52.442739,13.5938,52.448666,2729
13.62039,52.485387,13.601875,52.51386,2750
13.489969,52.464885,13.456538,52.43151,2762
13.323794,52.424632,13.434002,52.443415,2770
13.22377,52.607492,13.243308,52.598912,2801
13.265908,52.497137,13.219575,52.513891,2849
13.313529,52.525763,13.292771,52.506795,2862
13.534308,52.570639,13.559399,52.54822,2886
13.576354,52.422719,13.57138,52.402339,2897
13.37777,52.474335,13.386386,52.489513,2919
13.524002,52.461405,13.553815,52.458995,2935
13.374056,52.547795,13.285339,52.461599,2938
13.309329,52.511861,13.319986,52.505227,2996
13.456079,52.473747,13.452857,52.48494,3017
13.509785,52.577704,13.564811,52.544536,3017
13.31721,52.512376,13.318495,52.526247,3033
13.588496,52.44108,13.58668,52.440888,3089
13.416162,52.462683,13.349913,52.494653,3097
13.366984,52.507632,13.355918,52.520863,3111
13.26258,52.451401,13.398082,52.527256,3112
13.331354,52.527064,13.349548,52.52454,3121
13.384136,52.458191,13.330667,52.527243,3126
13.321499,52.601211,13.316297,52.592623,3155
13.523284,52.502397,13.550655,52.509285,3174
13.488079,52.42194,13.479543,52.441407,3181
13.179649,52.421827,13.203221,52.42212,3193
13.573875,52.491731,13.508814,52.469913,3209
13.282069,52.47259,13.291933,52.477227,3211
13.400848,52.463692,13.421101,52.480311,3241
13.426975,52.455795,13.41639,52.464729,3264
13.49073,52.435604,13.504208,52.454837,3275
13.328107,52.525924,13.343619,52.520473,3286
13.414072,52.498442,13.45348,52.480627,3287
13.469346,52.494676,13.426115,52.50608,3291
13.555628,52.527886,13.555558,52.527573,3295
13.313902,52.48839,13.347954,52.451294,3308
13.306954,52.477017,13.379845,52.497354,3367
13.332621,52.516346,13.335774,52.513453,3394
13.294025,52.447205,13.337436,52.428478,3397
13.369183,52.507301,13.351197,52.504344,3470
13.418847,52.411639,13.460474,52.44114,3471
13.48159,52.473025,13.459907,52.472019,3473
13.28006,52.53163,13.264265,52.537866,3497
13.376881,52.403417,13.280919,52.538855,3514
13.416226,52.559888,13.387866,52.550024,3527
13.275457,52.490779,13.328772,52.486948,3536
13.23089,52.548697,13.235263,52.539574,3545
13.2962,52.483696,13.455828,52.522272,3552
13.368278,52.584278,13.339381,52.579198,3581
13.553815,52.458995,13.562693,52.445864,3608
13.349548,52.52454,13.333238,52.584857,3612
13.305801,52.469391,13.208009,52.547594,3620
13.391538,52.547258,13.424516,52.58454,3626
13.428752,52.416184,13.46327,52.438526,3629
13.555558,52.527573,13.555628,52.527886,3643
13.498043,52.457836,13.502936,52.445551,3661
13.292771,52.506795,13.313529,52.525763,3678
13.335774,52.513453,13.432862,52.4948,3682
13.284012,52.517064,13.295721,52.51948,3704
13.355668,52.44478,13.337567,52.411436,3706
13.359435,52.550759,13.394723,52.543095,3709
13.318495,52.526247,13.298076,52.509909,3765
13.258868,52.541393,13.184063,52.549606,3767
13.371183,52.420101,13.418282,52.441654,3781
13.550655,52.509285,13.523284,52.502397,3817
13.316297,52.592623,13.321499,52.601211,3827
13.311162,52.453694,13.295587,52.464363,3836
13.296069,52.482754,13.309293,52.642776,3876
13.291933,52.477227,13.282069,52.47259,3877
13.397371,52.567042,13.411878,52.568227,3877
13.274824,52.495864,13.236554,52.510012,3892
13.359056,52.590953,13.345942,52.591094,3943
13.529084,52.452253,13.520235,52.496396,3945
13.466166,52.52698,13.450872,52.509149,3952
13.429449,52.521219,13.434021,52.539444,3953
13.351197,52.504344,13.369183,52.507301,3983
13.458088,52.464169,13.567412,52.528989,4037
13.497057,52.531042,13.49915,52.539697,4097
13.464563,52.570444,13.512173,52.574204,4118
13.539141,52.476128,13.584556,52.526289,4120
13.449204,52.48219,13.479115,52.527762,4145
13.459907,52.472019,13.48159,52.473025,4174
13.354038,52.444394,13.372979,52.424925,4177
13.369449,52.456619,13.432314,52.440802,4207
13.498205,52.548732,13.508696,52.549857,4243
13.326801,52.527574,13.359688,52.525097,4266
13.41362,52.547643,13.398388,52.516504,4300
13.601875,52.51386,13.62039,52.485387,4322
13.426115,52.50608,13.469346,52.494676,4323
13.527709,52.56242,13.545019,52.553513,4331
13.423543,52.549043,13.593697,52.544707,4351
13.387866,52.550024,13.416226,52.559888,4356
13.227581,52.506735,13.24194,52.507726,4373
13.532523,52.510564,13.474859,52.534421,4394
13.596167,52.536405,13.461958,52.518755,4416
13.423933,52.445873,13.421077,52.481866,4434
13.330682,52.493163,13.316073,52.497506,4514
13.295587,52.464363,13.311162,52.453694,4526
13.235263,52.539574,13.23089,52.548697,4562
13.199044,52.543209,13.189612,52.55035,4597
13.264265,52.537866,13.28006,52.53163,4604
13.385156,52.455995,13.342255,52.46705,4638
13.301753,52.587868,13.319725,52.606991,4643
13.273714,52.476823,13.395799,52.498964,4687
13.45348,52.480627,13.414072,52.498442,4712
13.394723,52.543095,13.353967,52.549392,4714
13.318656,52.478999,13.347954,52.451294,4726
13.281311,52.512824,13.337676,52.526598,4736
13.390001,52.525689,13.375394,52.511848,4751
13.434021,52.539444,13.429449,52.521219,4766
13.31768,52.466554,13.30958,52.479181,4777
13.302173,52.555762,13.317784,52.538423,4866
13.276223,52.412483,13.349489,52.482723,4879
13.559399,52.54822,13.534308,52.570639,4920
13.632593,52.448774,13.562579,52.448885,4942
13.338767,52.4268,13.313529,52.525763,4946
13.562693,52.445864,13.488379,52.470972,4978
13.12694,52.517587,13.170998,52.527341,5030
13.313056,52.5647,13.329814,52.569213,5032
13.460474,52.44114,13.418847,52.411639,5038
13.512173,52.574204,13.460767,52.567633,5039
13.545019,52.553513,13.527709,52.56242,5041
13.372979,52.424925,13.367421,52.42489,5077
13.335151,52.525449,13.291119,52.538861,5133
13.332156,52.459121,13.455279,52.484739,5184
13.51211,52.417528,13.534834,52.421324,5186
13.434002,52.443415,13.323794,52.424632,5186
13.432862,52.4948,13.466291,52.508617,5232
13.414469,52.557096,13.47181,52.547688,5250
13.339078,52.471445,13.328304,52.460171,5257
13.319398,52.518031,13.331322,52.503114,5261
13.30943,52.487514,13.306349,52.476952,5268
13.473268,52.422593,13.455746,52.423089,5277
13.432764,52.536143,13.423911,52.544042,5331
13.499705,52.534351,13.387798,52.526362,5406
13.424623,52.388409,13.381362,52.427379,5416
13.428173,52.525009,13.434799,52.504546,5446
13.225864,52.544498,13.243002,52.546917,5457
13.462911,52.566483,13.46692,52.548711,5484
13.37186,52.452789,13.408363,52.382897,5506
13.439793,52.475285,13.523954,52.45959,5523
13.24194,52.507726,13.227581,52.506735,5552
13.473134,52.434458,13.497188,52.46687,5570
13.296164,52.519511,13.263339,52.51486,5600
13.228771,52.52564,13.247836,52.518808,5625
13.58983,52.410747,13.58218,52.44254,5634
13.577818,52.446013,13.57292,52.427852,5645
13.321669,52.481815,13.33312,52.487591,5646
13.319725,52.606991,13.301753,52.587868,5653
13.140907,52.539767,13.290911,52.537282,5692
13.319424,52.459426,13.331566,52.453699,5695
13.488835,52.467039,13.4973,52.448499,5699
13.408513,52.396843,13.410594,52.406785,5717
13.320765,52.464399,13.347875,52.432332,5730
13.452857,52.48494,13.334535,52.468189,5744
13.244737,52.440455,13.236103,52.431487,5802
13.416377,52.547188,13.312061,52.487862,5821
13.430839,52.489639,13.127932,52.549957,5842
13.306349,52.476952,13.30943,52.487514,5854
13.468683,52.511005,13.463681,52.519632,5860
13.386336,52.418639,13.437898,52.44743,5893
13.346264,52.432557,13.306853,52.428919,5903
13.564811,52.544536,13.509785,52.577704,5920
13.331322,52.503114,13.319398,52.518031,5962
13.367421,52.42489,13.354038,52.444394,5969
13.49915,52.539697,13.497057,52.531042,6044
13.330732,52.483591,13.368386,52.488275,6070
13.170998,52.527341,13.12694,52.517587,6077
13.270019,52.443574,13.291933,52.477227,6078
13.406713,52.514697,13.421327,52.518819,6087
13.505813,52.452704,13.483902,52.467829,6108
13.325666,52.605747,13.336616,52.610019,6134
13.466291,52.508617,13.527755,52.417255,6139
13.277813,52.447615,13.273709,52.435895,6151
13.291119,52.538861,13.335151,52.525449,6153
13.243002,52.546917,13.306574,52.479098,6157
13.382189,52.59872,13.375507,52.587079,6161
13.28281,52.505124,13.293077,52.495171,6167
13.455746,52.423089,13.473268,52.422593,6175
13.526634,52.569255,13.530262,52.556105,6183
13.543638,52.399388,13.56104,52.402458,6233
13.46692,52.548711,13.462911,52.566483,6240
13.329814,52.569213,13.313056,52.5647,6240
13.461958,52.518755,13.596167,52.536405,6241
13.331566,52.453699,13.319424,52.459426,6243
13.250343,52.508015,13.295172,52.491284,6245
13.410594,52.406785,13.412106,52.405365,6246
13.542273,52.493271,13.519522,52.477011,6263
13.469775,52.612494,13.543586,52.54503,6276
13.57292,52.427852,13.697478,52.430802,6283
13.274735,52.473442,13.271338,52.628999,6307
13.434799,52.504546,13.428173,52.525009,6309
13.328304,52.460171,13.339078,52.471445,6310
13.225474,52.420921,13.242111,52.434416,6329
13.395799,52.498964,13.273714,52.476823,6331
13.520235,52.496396,13.529084,52.452253,6419
13.290512,52.51667,13.245036,52.509419,6439
13.562579,52.448885,13.632593,52.448774,6441
13.5938,52.448666,13.550845,52.442739,6450
13.247836,52.518808,13.228771,52.52564,6472
13.375796,52.476173,13.363485,52.48356,6473
13.505485,52.647167,13.480224,52.613675,6475
13.412106,52.405365,13.408513,52.396843,6479
13.295573,52.478895,13.309876,52.502023,6487
13.345143,52.482619,13.320918,52.488653,6532
13.463681,52.519632,13.425037,52.571493,6563
13.349489,52.482723,13.34768,52.486159,6585
13.58553,52.517324,13.553763,52.535173,6590
13.4973,52.448499,13.488835,52.467039,6611
13.334224,52.450147,13.308487,52.482033,6664
13.472033,52.418187,13.553234,52.447912,6691
13.091331,52.413455,13.204479,52.420786,6692
13.263339,52.51486,13.296164,52.519511,6709
13.317784,52.538423,13.302173,52.555762,6733
13.375507,52.587079,13.382189,52.59872,6738
13.421327,52.518819,13.406713,52.514697,6745
13.331293,52.442208,13.346287,52.449686,6748
13.534834,52.421324,13.51211,52.417528,6772
13.306853,52.428919,13.346264,52.432557,6779
13.47181,52.547688,13.414469,52.557096,6786
13.483073,52.582212,13.510446,52.569032,6825
13.347875,52.432332,13.30809,52.429975,6861
13.381362,52.427379,13.424623,52.388409,6891
13.363054,52.442008,13.39218,52.444086,6894
13.422495,52.528502,13.628283,52.540381,6904
13.455149,52.551202,13.432335,52.550132,6948
13.492785,52.566694,13.547977,52.573004,6987
13.313529,52.525763,13.446178,52.424941,7001
13.497188,52.46687,13.473134,52.434458,7010
13.483902,52.467829,13.505813,52.452704,7014
13.34768,52.486159,13.30809,52.429975,7059
13.25464,52.415833,13.318797,52.443373,7061
13.295172,52.491284,13.305519,52.499627,7065
13.339018,52.573576,13.351393,52.570182,7072
13.361401,52.481391,13.355751,52.464236,7107
13.346287,52.449686,13.331293,52.442208,7116
13.464867,52.477323,13.462741,52.488233,7123
13.408363,52.382897,13.490626,52.405084,7125
13.493401,52.504081,13.487607,52.492147,7139
13.469627,52.514139,13.440797,52.500608,7148
13.434606,52.481451,13.439257,52.489519,7205
13.194259,52.558059,13.171235,52.520194,7209
13.186013,52.544833,13.206535,52.554052,7209
13.242111,52.434416,13.225474,52.420921,7222
13.357355,52.408793,13.346819,52.412679,7239
13.4624,52.495256,13.484324,52.512679,7253
13.293077,52.495171,13.28281,52.505124,7274
13.371857,52.548665,13.264621,52.543578,7298
13.606921,52.374736,13.433974,52.500476,7307
13.473963,52.425811,13.478619,52.458611,7327
13.309876,52.502023,13.285757,52.46988,7331
13.56104,52.402458,13.543638,52.399388,7392
13.19926,52.545166,13.194329,52.535663,7429
13.435129,52.426954,13.489961,52.397992,7436
13.488092,52.49472,13.44989,52.5129,7443
13.307484,52.511747,13.265663,52.502972,7451
13.387798,52.526362,13.499705,52.534351,7498
13.369225,52.556919,13.323697,52.565939,7500
13.378724,52.458704,13.312991,52.415316,7541
13.144089,52.451295,13.156482,52.458859,7554
13.347875,52.432332,13.300031,52.509762,7577
13.50829,52.505779,13.471334,52.532587,7577
13.306574,52.479098,13.225864,52.544498,7596
13.440988,52.466832,13.385181,52.449282,7597
13.553763,52.535173,13.58553,52.517324,7599
13.385508,52.617383,13.402884,52.600642,7614
13.588989,52.526607,13.584556,52.526289,7638
13.308487,52.482033,13.414522,52.501905,7641
13.375394,52.511848,13.390001,52.525689,7657
13.305519,52.499627,13.343873,52.494533,7672
13.340635,52.553094,13.343657,52.561768,7681
13.245036,52.509419,13.290512,52.51667,7688
13.351393,52.570182,13.339018,52.573576,7704
13.480224,52.613675,13.505485,52.647167,7704
13.437898,52.44743,13.386336,52.418639,7718
13.530262,52.556105,13.526634,52.569255,7736
13.554851,52.426177,13.539437,52.451714,7779
13.529001,52.405681,13.502619,52.434078,7781
13.485788,52.563466,13.518558,52.579254,7786
13.455207,52.528463,13.402979,52.498304,7792
13.519522,52.477011,13.542273,52.493271,7811
13.417624,52.407438,13.394701,52.396306,7834
13.427881,52.467431,13.472278,52.494738,7839
13.542615,52.457631,13.513759,52.427465,7839
13.361004,52.545249,13.324777,52.532279,7860
13.312061,52.487862,13.412803,52.464377,7861
13.386659,52.500986,13.361668,52.503829,7864
13.309293,52.642776,13.309634,52.630964,7865
13.232754,52.539457,13.196763,52.509235,7872
13.369921,52.455715,13.357667,52.551759,7886
13.316163,52.438881,13.293803,52.516849,7890
13.194329,52.535663,13.19926,52.545166,7903
13.192579,52.530918,13.150429,52.540933,7914
13.361815,52.525747,13.377448,52.489464,7964
13.329739,52.523847,13.321111,52.5167,8008
13.459651,52.569552,13.452768,52.548751,8019
13.320918,52.488653,13.345143,52.482619,8033
13.475515,52.513553,13.47157,52.493831,8035
13.355606,52.548502,13.324863,52.527793,8039
13.484324,52.512679,13.4624,52.495256,8050
13.450503,52.529258,13.448494,52.537614,8059
13.204479,52.420786,13.208841,52.427122,8099
13.483073,52.582212,13.468474,52.562136,8108
13.457109,52.517799,13.470435,52.530387,8112
13.395957,52.49836,13.392878,52.504364,8120
13.527755,52.417255,13.332621,52.516346,8144
13.462741,52.488233,13.363478,52.413387,8159
13.331386,52.416521,13.31344,52.435362,8162
13.285757,52.46988,13.295573,52.478895,8239
13.470034,52.528082,13.333216,52.483941,8241
13.349926,52.528202,13.354126,52.528226,8243
13.455233,52.510093,13.451789,52.477997,8249
13.516159,52.558911,13.51355,52.561514,8266
13.439257,52.489519,13.434606,52.481451,8272
13.504174,52.567206,13.482683,52.572402,8284
13.523954,52.45959,13.439793,52.475285,8299
13.448603,52.531079,13.458065,52.519549,8320
13.379845,52.497354,13.268893,52.404402,8327
13.503192,52.421111,13.514981,52.487503,8341
13.359849,52.533157,13.405362,52.514354,8342
13.406873,52.446383,13.434972,52.43615,8350
13.468492,52.469953,13.473408,52.514865,8353
13.510446,52.569032,13.483073,52.582212,8355
13.51111,52.456178,13.536413,52.451475,8355
13.559713,52.499297,13.575886,52.491147,8365
13.58218,52.44254,13.552479,52.504632,8399
13.584556,52.526289,13.484982,52.536568,8452
13.465269,52.46994,13.455749,52.469113,8454
13.318797,52.443373,13.25464,52.415833,8458
13.157293,52.558103,13.19385,52.533763,8481
13.490626,52.405084,13.490073,52.405235,8486
13.385453,52.422334,13.392644,52.429889,8492
13.397925,52.393742,13.369449,52.456619,8498
13.132948,52.524907,13.158998,52.516513,8505
13.441292,52.462631,13.459886,52.454036,8506
13.347954,52.451294,13.318656,52.478999,8508
13.269935,52.51372,13.250015,52.521877,8528
13.502619,52.434078,13.529001,52.405681,8530
13.361668,52.503829,13.386659,52.500986,8534
13.555751,52.450062,13.566163,52.437963,8535
13.478619,52.458611,13.452848,52.429299,8555
13.389984,52.400963,13.492596,52.434682,8565
13.437377,52.42512,13.466456,52.433508,8568
13.573875,52.491731,13.503386,52.511845,8578
13.154284,52.533913,13.17922,52.530647,8592
13.54964,52.543639,13.562765,52.54751,8594
13.489288,52.425547,13.524883,52.417948,8596
13.332136,52.595214,13.302034,52.581439,8638
13.392878,52.504364,13.395957,52.49836,8656
13.402884,52.600642,13.385508,52.617383,8661
13.357117,52.5621,13.345374,52.526313,8670
13.344328,52.526324,13.367192,52.522369,8689
13.44989,52.5129,13.488092,52.49472,8713
13.293891,52.537878,13.339815,52.522826,8714
13.385181,52.449282,13.369926,52.488096,8714
13.471334,52.532587,13.45929,52.521385,8734
13.379822,52.52153,13.356333,52.519519,8735
13.265663,52.502972,13.307484,52.511747,8748
13.326713,52.52318,13.314277,52.508868,8754
13.331526,52.42166,13.372697,52.419634,8758
13.51355,52.561514,13.498844,52.538946,8767
13.272961,52.575015,13.313249,52.567682,8797
13.448494,52.537614,13.450503,52.529258,8808
13.33625,52.441289,13.331543,52.46026,8842
13.440723,52.553688,13.42653,52.542959,8845
13.376562,52.5101,13.359115,52.50988,8860
13.283249,52.511114,13.546612,52.400814,8865
13.36021,52.560573,13.364862,52.559351,8866
13.398388,52.516504,13.41362,52.547643,8909
13.458783,52.440254,13.469082,52.434212,8915
13.448994,52.546514,13.44524,52.530994,8929
13.27928,52.414517,13.306872,52.419635,8947
13.332092,52.412658,13.302815,52.423122,8950
13.378311,52.560786,13.356134,52.596685,8963
13.211877,52.527998,13.223414,52.512071,8970
13.43693,52.53194,13.422867,52.499918,9001
13.324378,52.588012,13.292796,52.600889,9022
13.436106,52.458362,13.448294,52.468387,9023
13.355751,52.464236,13.361401,52.481391,9025
13.278084,52.430051,13.253761,52.444925,9033
13.459886,52.454036,13.441292,52.462631,9034
13.414522,52.501905,13.394498,52.462968,9060
13.264621,52.543578,13.371857,52.548665,9062
13.423647,52.589125,13.438979,52.4702,9063
13.17922,52.530647,13.154284,52.533913,9104
13.377448,52.489464,13.361815,52.525747,9111
13.345021,52.459784,13.322032,52.462479,9119
13.533581,52.519376,13.521291,52.513342,9135
13.354126,52.528226,13.349926,52.528202,9167
13.150429,52.540933,13.188293,52.544648,9170
13.488738,52.416656,13.417592,52.403682,9194
13.091331,52.413455,13.146187,52.537658,9196
13.586778,52.52945,13.52462,52.513757,9206
13.427489,52.484853,13.406333,52.488953,9209
13.338716,52.435285,13.322106,52.416841,9210
13.543586,52.54503,13.469775,52.612494,9224
13.356333,52.519519,13.379822,52.52153,9228
13.208841,52.427122,13.234729,52.423359,9233
13.509445,52.546342,13.517977,52.540257,9236
13.326498,52.537077,13.30193,52.499765,9237
13.429276,52.533129,13.476728,52.504928,9239
13.28252,52.538164,13.309747,52.554114,9257
13.402979,52.498304,13.449252,52.524384,9258
13.488238,52.511686,13.522938,52.537506,9268
13.32711,52.527552,13.323883,52.495235,9270
13.269611,52.519853,13.267137,52.531652,9276
13.32005,52.434111,13.331105,52.423795,9297
13.302258,52.486452,13.325958,52.518659,9305
13.392644,52.429889,13.385453,52.422334,9348
13.469082,52.434212,13.458783,52.440254,9362
13.562765,52.54751,13.56193,52.549741,9378
13.374193,52.5748,13.368375,52.597335,9408
13.37605,52.420153,13.373403,52.416346,9408
