lon_orig,lat_orig,lon_dest,lat_dest,req_time
13.538109,52.428822,13.490595,52.420282,108500
13.588844,52.539326,13.574893,52.542434,109500
13.57554,52.546496,13.595118,52.518472,113490
13.445715,52.558426,13.390668,52.540249,114390
13.50628,52.437519,13.51305,52.467262,116330
13.331526,52.42166,13.372697,52.419634,116500
13.488432,52.61626,13.442196,52.590949,116560
13.450117,52.496513,13.455874,52.487599,117350
13.423911,52.544042,13.432764,52.536143,118650
13.508117,52.450392,13.485752,52.472946,119300
13.389059,52.434182,13.382553,52.415179,120450
13.346668,52.418316,13.333216,52.483941,121560
13.210989,52.546053,13.198925,52.553977,122000
13.147962,52.532797,13.241366,52.518211,122090
13.267308,52.539631,13.208336,52.561655,122750
13.595118,52.518472,13.612392,52.524277,123410
13.449686,52.547836,13.432215,52.55052,123510
13.464613,52.501583,13.437995,52.520316,123520
13.476913,52.476634,13.460531,52.493949,123990
13.573875,52.491731,13.503386,52.511845,125020
13.50498,52.455456,13.558717,52.426162,127600
13.43389,52.609537,13.413484,52.604848,127630
13.312928,52.430478,13.338249,52.451898,127660
13.327151,52.405703,13.371487,52.445532,130630
13.455874,52.487599,13.450117,52.496513,131370
13.558084,52.45573,13.584209,52.461368,131590
13.442196,52.590949,13.350914,52.544053,131610
13.422477,52.559858,13.447537,52.535846,131840
13.262819,52.527546,13.299482,52.546525,132190
13.50795,52.512201,13.488238,52.511686,132200
13.506149,52.568044,13.522139,52.499949,132570
13.583018,52.463433,13.592977,52.447481,132950
13.42889,52.485394,13.463984,52.438338,133030
13.612343,52.516908,13.553861,52.566285,133790
13.50139,52.565156,13.521887,52.525881,134080
13.341184,52.4812,13.409796,52.516207,135210
13.304229,52.526666,13.306209,52.502037,135770
13.295814,52.451041,13.339078,52.471445,137140
13.333216,52.483941,13.346668,52.418316,137940
13.634013,52.394541,13.693243,52.371723,138200
13.463753,52.466408,13.47096,52.51832,138390
13.612392,52.524277,13.57554,52.546496,138780
13.488238,52.511686,13.50795,52.512201,138990
13.410664,52.414037,13.396763,52.418795,139040
13.375065,52.461703,13.373935,52.55051,139580
13.588842,52.526636,13.620617,52.501957,140450
13.460531,52.493949,13.476913,52.476634,140470
13.413484,52.604848,13.43389,52.609537,141050
13.349969,52.52626,13.362772,52.56661,141370
13.435776,52.53811,13.436579,52.515309,141490
13.372697,52.419634,13.369232,52.420717,142000
13.334818,52.417246,13.306872,52.419635,142050
13.558717,52.426162,13.50498,52.455456,142740
13.532973,52.538706,13.554319,52.557571,143430
13.459366,52.440561,13.478597,52.471562,144440
13.551729,52.405124,13.642862,52.373316,144690
13.501482,52.559637,13.58282,52.523886,144700
13.369232,52.420717,13.280634,52.516912,144720
13.211157,52.547355,13.196601,52.535227,145340
13.371658,52.423592,13.357548,52.413141,145460
13.371487,52.445532,13.369462,52.448503,146360
13.440386,52.496587,13.464618,52.505286,147060
13.350914,52.544053,13.287045,52.540173,147090
13.354456,52.538467,13.330177,52.525658,147430
13.463984,52.438338,13.42889,52.485394,147540
13.299482,52.546525,13.262819,52.527546,147770
13.424153,52.57606,13.392374,52.575513,147910
13.196028,52.560225,13.174128,52.550748,148350
13.326028,52.479888,13.30958,52.479181,148520
13.127173,52.453022,13.128767,52.465885,148620
13.356372,52.52554,13.368916,52.526177,148780
13.42653,52.542959,13.440723,52.553688,149020
13.42509,52.467132,13.418077,52.480114,149250
13.584209,52.461368,13.558084,52.45573,149490
13.554319,52.557571,13.532973,52.538706,150070
13.512986,52.57041,13.604592,52.538682,150350
13.436579,52.515309,13.435776,52.53811,150360
13.447537,52.535846,13.422477,52.559858,150660
13.608029,52.528677,13.611742,52.512971,150670
13.50135,52.560106,13.565054,52.569993,151280
13.31825,52.594758,13.314433,52.586083,151620
13.51583,52.494206,13.544076,52.516561,152180
13.620617,52.501957,13.612194,52.512039,152420
13.31316,52.54349,13.475351,52.544274,152550
13.547842,52.537353,13.416303,52.540322,152680
13.430152,52.439902,13.414259,52.439572,153230
13.409717,52.538568,13.376167,52.536105,153370
13.535164,52.43969,13.549593,52.432609,153470
13.273115,52.44231,13.278626,52.472124,153550
13.437453,52.618696,13.457963,52.603122,153900
13.357548,52.413141,13.371658,52.423592,153950
13.306209,52.502037,13.30742,52.501161,154040
13.328846,52.420522,13.316866,52.434353,154100
13.482209,52.445894,13.489259,52.467393,154130
13.145573,52.543497,13.200487,52.54963,154150
13.555751,52.450062,13.566163,52.437963,154350
13.578398,52.509484,13.593306,52.509527,154440
13.30742,52.501161,13.334199,52.454676,155740
13.347647,52.45908,13.359239,52.522478,156560
13.411241,52.537372,13.473122,52.531405,156620
13.150889,52.557375,13.129227,52.548705,156820
13.503386,52.511845,13.480035,52.50868,156840
13.339078,52.471445,13.295814,52.451041,156870
13.333784,52.581454,13.319237,52.447744,157940
13.414259,52.439572,13.430152,52.439902,157960
13.306872,52.419635,13.334818,52.417246,158090
13.522139,52.499949,13.506149,52.568044,158110
13.409796,52.516207,13.341184,52.4812,158180
13.346096,52.494517,13.359735,52.504193,158860
13.611742,52.512971,13.608029,52.528677,159000
13.497774,52.503199,13.467317,52.502727,159110
13.226313,52.426286,13.232365,52.437664,159400
13.306579,52.434054,13.351862,52.474652,159440
13.363301,52.437161,13.385873,52.445571,159480
13.478597,52.471562,13.592217,52.419082,159800
13.123914,52.528894,13.129227,52.548705,159860
13.625079,52.54064,13.502806,52.562559,159910
13.386516,52.388781,13.382712,52.423068,159970
13.521887,52.525881,13.50139,52.565156,160340
13.50259,52.565321,13.470435,52.530387,160460
13.625898,52.382826,13.574372,52.413318,161040
13.268736,52.47977,13.316968,52.443177,161480
13.553861,52.566285,13.612343,52.516908,161790
13.319022,52.578699,13.368368,52.596652,162560
13.575204,52.546986,13.574501,52.533541,162910
13.437995,52.520316,13.45615,52.496834,163090
13.385707,52.478206,13.406161,52.482664,164060
13.389029,52.510296,13.346224,52.500177,164340
13.438131,52.530344,13.442447,52.546486,165470
13.316866,52.434353,13.328846,52.420522,165510
13.625678,52.534125,13.589411,52.523204,165890
13.324378,52.588012,13.299915,52.59905,166730
13.334199,52.454676,13.304229,52.526666,166770
13.48743,52.545318,13.440571,52.517094,167060
13.280634,52.516912,13.331526,52.42166,167130
13.30958,52.479181,13.326028,52.479888,167280
13.396763,52.418795,13.410664,52.414037,167590
13.369961,52.458437,13.332813,52.457487,167660
13.483271,52.576269,13.424546,52.604095,167700
13.433593,52.445298,13.398735,52.443469,167730
13.287045,52.540173,13.36288,52.52445,167870
13.549593,52.432609,13.535164,52.43969,167880
13.392374,52.575513,13.424153,52.57606,169830
13.351862,52.474652,13.306579,52.434054,170040
13.610815,52.535533,13.618184,52.511103,170330
13.449294,52.514902,13.410298,52.521746,170660
13.478702,52.48169,13.421329,52.447235,170680
13.232252,52.541556,13.227289,52.559114,170960
13.575562,52.408358,13.667153,52.411955,171170
13.45615,52.496834,13.429025,52.477303,171580
13.406161,52.482664,13.385707,52.478206,171600
13.198445,52.555303,13.17336,52.545741,171820
13.566163,52.437963,13.555751,52.450062,172020
13.136863,52.548119,13.175855,52.519959,172070
13.326789,52.463118,13.284761,52.474061,172300
13.37003,52.492849,13.332827,52.506629,173130
13.569205,52.527213,13.53634,52.525802,173200
13.447719,52.555256,13.497141,52.546508,173370
13.446574,52.521361,13.394618,52.555112,173510
13.319986,52.505227,13.309329,52.511861,173540
13.473122,52.531405,13.411241,52.537372,173560
13.198925,52.553977,13.210989,52.546053,174260
13.330177,52.525658,13.290475,52.479221,174400
13.261932,52.503821,13.29373,52.484299,174450
13.592977,52.447481,13.583018,52.463433,174820
13.319366,52.489453,13.604465,52.452341,175080
13.365214,52.542208,13.369273,52.559417,175330
13.332882,52.44858,13.319101,52.453525,175400
13.368368,52.596652,13.319022,52.578699,175810
13.398735,52.443469,13.500621,52.474367,175980
13.227832,52.426459,13.278405,52.47413,176650
13.273967,52.483543,13.314701,52.489999,176710
13.373935,52.55051,13.324863,52.527793,177490
13.51583,52.494206,13.526439,52.481245,177560
13.194153,52.430884,13.214271,52.428343,177650
13.382712,52.423068,13.385603,52.435571,177870
13.445676,52.534844,13.420221,52.536123,177870
13.25919,52.521743,13.292792,52.501007,177910
13.416303,52.540322,13.547842,52.537353,178240
13.300596,52.429123,13.273709,52.435895,178330
13.332813,52.457487,13.369961,52.458437,178970
13.470435,52.530387,13.471334,52.532587,179070
13.453168,52.54436,13.410664,52.414037,179270
13.411055,52.554082,13.374138,52.556538,179460
13.293584,52.599074,13.320559,52.454569,179760
13.469517,52.547034,13.454987,52.528475,179910
13.373329,52.422934,13.492283,52.420216,180090
13.309329,52.511861,13.319986,52.505227,180360
13.529026,52.426361,13.434924,52.428341,180550
13.440571,52.517094,13.48743,52.545318,180580
13.574501,52.533541,13.575204,52.546986,180920
13.565054,52.569993,13.50135,52.560106,181110
13.618184,52.511103,13.610815,52.535533,181440
13.284761,52.474061,13.326789,52.463118,181610
13.322724,52.62273,13.292671,52.623206,182010
13.200487,52.54963,13.145573,52.543497,182090
13.377903,52.474342,13.386889,52.484905,182370
13.365145,52.569898,13.366799,52.542927,182420
13.480035,52.50868,13.573875,52.491731,182580
13.268893,52.404402,13.649018,52.413189,182610
13.485615,52.630279,13.369995,52.570283,182770
13.415888,52.439912,13.387492,52.439512,182800
13.553811,52.549462,13.558976,52.445571,183020
13.424546,52.604095,13.483271,52.576269,183250
13.214726,52.508962,13.204215,52.532319,183470
13.29479,52.582939,13.228483,52.506357,183660
13.387174,52.536947,13.410298,52.521746,183970
13.5123,52.562905,13.511897,52.554624,183990
13.315499,52.479754,13.291148,52.513239,184160
13.502806,52.562559,13.505583,52.536002,184210
13.482011,52.40539,13.49644,52.415786,184340
13.339548,52.609833,13.336282,52.595661,184560
13.369273,52.559417,13.387568,52.579802,184710
13.227289,52.559114,13.232252,52.541556,184770
13.489259,52.467393,13.472036,52.459304,184890
13.352217,52.496793,13.409216,52.501753,185110
13.314433,52.586083,13.31825,52.594758,185220
13.472311,52.547691,13.53709,52.388994,185600
13.275358,52.512781,13.370146,52.465319,185660
13.32107,52.580096,13.320765,52.464399,185860
13.378228,52.49935,13.37574,52.508321,185950
13.318714,52.57286,13.332915,52.578094,186290
13.28252,52.538164,13.497774,52.503199,186320
13.385603,52.435571,13.372966,52.436815,186760
13.497045,52.443154,13.473916,52.445548,186830
13.290475,52.479221,13.285269,52.509645,187120
13.413313,52.553686,13.393933,52.554905,187120
13.58282,52.523886,13.618991,52.496191,187380
13.428814,52.484388,13.197356,52.50611,187540
13.230892,52.548769,13.217291,52.53782,187930
13.328487,52.483823,13.315849,52.506253,188070
13.379203,52.59578,13.311925,52.518393,188280
13.386889,52.484905,13.377903,52.474342,188280
13.442346,52.557308,13.427198,52.544469,188290
13.582699,52.547964,13.555243,52.532008,188330
13.346819,52.412679,13.369777,52.418401,188580
13.159558,52.555664,13.142156,52.537356,188720
13.180855,52.558589,13.205342,52.56218,189240
13.611419,52.477978,13.579619,52.458922,189250
13.186504,52.511666,13.286931,52.472276,189300
13.497141,52.546508,13.447719,52.555256,189330
13.185588,52.551478,13.207472,52.538765,189860
13.279803,52.541006,13.293475,52.536768,189970
13.561362,52.438197,13.564325,52.42677,190070
13.45852,52.557703,13.426746,52.543711,190090
13.382693,52.561319,13.383122,52.592742,190310
13.327456,52.524358,13.305251,52.51143,190490
13.356134,52.596685,13.245632,52.507562,190500
13.382553,52.415179,13.389059,52.434182,190730
13.435587,52.538185,13.431128,52.528883,190730
13.378652,52.415449,13.257134,52.453859,190740
13.540315,52.435157,13.552859,52.430571,191100
13.474283,52.514602,13.455923,52.51935,191270
13.613593,52.50962,13.505485,52.647167,191400
13.568149,52.545111,13.384907,52.561859,191760
13.456084,52.484136,13.353785,52.445727,191770
13.321471,52.468803,13.330174,52.477289,191990
13.433254,52.460671,13.449465,52.451638,192060
13.323381,52.625913,13.270687,52.515267,192180
13.374138,52.556538,13.411055,52.554082,192370
13.288119,52.477188,13.357331,52.506467,192400
13.358327,52.538765,13.344341,52.538322,192440
13.451523,52.520402,13.48543,52.530631,192550
13.314277,52.508868,13.319378,52.492778,192750
13.475351,52.544274,13.459101,52.517451,192780
13.232136,52.516367,13.458489,52.562098,192870
13.323951,52.525413,13.231192,52.587913,192880
13.221776,52.526297,13.184599,52.547615,193050
13.394618,52.555112,13.423906,52.567552,193220
13.449011,52.51123,13.45801,52.489406,193250
13.613218,52.508637,13.51105,52.496083,193350
13.346645,52.566884,13.366799,52.542927,193410
13.528535,52.565375,13.45221,52.525148,193580
13.25909,52.510502,13.28461,52.576902,193600
13.421329,52.447235,13.344943,52.460621,193620
13.415291,52.515278,13.308936,52.547697,193770
13.486547,52.541006,13.454987,52.528475,193840
13.389033,52.423074,13.382231,52.489858,193980
13.309131,52.55768,13.293939,52.537006,194000
13.387568,52.579802,13.26752,52.447205,194020
13.354819,52.45881,13.319863,52.443612,194110
13.420221,52.536123,13.445676,52.534844,194120
13.450069,52.515621,13.447346,52.48836,194130
13.29373,52.484299,13.261932,52.503821,194260
13.278626,52.472124,13.273115,52.44231,194610
13.305213,52.502713,13.316384,52.440371,194660
13.566967,52.443201,13.540315,52.435157,194690
13.574963,52.398956,13.574372,52.413318,194860
13.453278,52.547675,13.427198,52.544469,194890
13.687082,52.435022,13.691614,52.451611,194920
13.17327,52.552329,13.207472,52.538765,194970
13.600717,52.529406,13.576354,52.422719,195030
13.196601,52.535227,13.185459,52.523171,195130
13.667153,52.411955,13.382329,52.485004,195260
13.430152,52.439902,13.449254,52.452378,195290
13.204922,52.530181,13.207472,52.538765,195310
13.521228,52.575005,13.370563,52.556813,195410
13.307967,52.572099,13.186013,52.544833,195440
13.269935,52.51372,13.266112,52.518066,195480
13.555243,52.532008,13.582699,52.547964,195480
13.277919,52.452809,13.278273,52.468578,195500
13.427039,52.475512,13.431401,52.467514,195520
13.587642,52.466805,13.527772,52.510338,195640
13.473669,52.495827,13.459058,52.538814,195690
13.36288,52.52445,13.488432,52.61626,195760
13.345934,52.516205,13.333966,52.511631,195800
13.219575,52.513891,13.443655,52.464238,195810
13.477727,52.510138,13.36998,52.515857,195860
13.359076,52.521986,13.266112,52.518066,195870
13.400281,52.588451,13.412149,52.531214,195880
13.618991,52.496191,13.501482,52.559637,196090
13.318691,52.574065,13.274639,52.577433,196090
13.434924,52.428341,13.282873,52.540658,196160
13.428258,52.458161,13.334725,52.466219,196250
13.386386,52.489513,13.353748,52.476158,196330
13.297243,52.489635,13.321582,52.477412,196340
13.37574,52.508321,13.378228,52.49935,196400
13.417278,52.536734,13.403637,52.52311,196430
13.582256,52.481967,13.579592,52.512793,196450
13.369462,52.448503,13.327151,52.405703,196680
13.510268,52.414379,13.311516,52.430485,196700
13.542934,52.50544,13.582693,52.511763,196850
13.262309,52.439361,13.35096,52.596411,196860
13.313529,52.525763,13.33424,52.541088,196970
13.552815,52.409253,13.541841,52.525532,196990
13.636024,52.391332,13.459277,52.434289,197010
13.364858,52.451369,13.373117,52.452056,197040
13.416033,52.459584,13.261368,52.485664,197190
13.138199,52.533107,13.156482,52.458859,197190
13.560998,52.525155,13.53634,52.525802,197210
13.280835,52.587054,13.332329,52.555354,197260
13.283476,52.47643,13.290155,52.496947,197290
13.315849,52.506253,13.328487,52.483823,197440
13.516504,52.413634,13.338905,52.465282,197480
13.473916,52.445548,13.462167,52.450952,197610
13.449465,52.451638,13.433254,52.460671,197610
13.194151,52.522068,13.19515,52.512208,197650
13.492283,52.420216,13.373329,52.422934,197940
13.204215,52.532319,13.214726,52.508962,198100
13.43299,52.626254,13.459364,52.512505,198120
13.393933,52.554905,13.413313,52.553686,198160
13.162262,52.522394,13.196601,52.535227,198160
13.264309,52.495815,13.380832,52.603445,198290
13.440358,52.433577,13.344469,52.464859,198490
13.516791,52.567818,13.594694,52.519781,198490
13.426681,52.46581,13.463984,52.438338,198620
13.403234,52.383739,13.499013,52.433567,198630
13.449918,52.51999,13.467298,52.609487,198670
13.294567,52.474215,13.374516,52.456344,198690
13.332678,52.472479,13.371024,52.432991,198690
13.586197,52.436033,13.562712,52.446007,198700
13.356646,52.539215,13.368916,52.526177,198710
13.646169,52.380909,13.574372,52.413318,198950
13.299416,52.616095,13.182798,52.518461,198990
13.315804,52.443136,13.321833,52.450951,199100
13.509179,52.503341,13.475515,52.513553,199180
13.426746,52.543711,13.411231,52.496615,199270
13.608308,52.53953,13.432937,52.557297,199280
13.372966,52.436815,13.387608,52.438999,199300
13.591979,52.539607,13.592711,52.532965,199440
13.596716,52.521488,13.588781,52.512706,199450
13.469782,52.437556,13.484226,52.447711,199450
13.324453,52.522999,13.256084,52.442824,199590
13.349274,52.446839,13.365422,52.479565,199600
13.574744,52.55349,13.55433,52.557876,199620
13.530153,52.422401,13.572896,52.405689,199700
13.40817,52.592437,13.38101,52.511037,199780
13.171805,52.549881,13.181117,52.482745,199790
13.205342,52.56218,13.191397,52.547699,199850
13.481289,52.510048,13.554224,52.544046,200060
13.166414,52.52398,13.373117,52.452056,200060
13.628998,52.451394,13.593874,52.447478,200110
13.610095,52.507825,13.557035,52.525181,200130
13.292792,52.501007,13.25919,52.521743,200180
13.260228,52.452486,13.269347,52.537758,200320
13.433593,52.445298,13.507573,52.463314,200430
13.498043,52.457836,13.319424,52.459426,200560
13.430963,52.568671,13.366087,52.57457,200610
13.561322,52.519336,13.511848,52.54633,200630
13.352649,52.559266,13.323427,52.562832,200650
13.565946,52.563978,13.470764,52.555197,200720
13.421904,52.38286,13.252286,52.406413,200830
13.323725,52.494374,13.307153,52.500094,200910
13.445188,52.482275,13.456079,52.473747,200930
13.61671,52.540755,13.548801,52.557886,200950
13.429518,52.576391,13.467464,52.573832,201000
13.493833,52.538075,13.464724,52.524409,201060
13.457963,52.603122,13.322156,52.522063,201080
13.450129,52.546977,13.478827,52.614286,201200
13.402274,52.422927,13.288728,52.513103,201260
13.476647,52.555654,13.411543,52.512789,201280
13.470256,52.591134,13.442502,52.590828,201360
13.44414,52.552685,13.386307,52.553413,201370
13.408513,52.396843,13.405814,52.416378,201390
13.512126,52.464361,13.54699,52.440165,201470
13.325836,52.578155,13.30867,52.485734,201520
13.545556,52.5541,13.586222,52.538166,201570
13.45058,52.550809,13.360738,52.523791,201590
13.319378,52.492778,13.308041,52.472467,201610
13.313686,52.4184,13.282107,52.416185,201630
13.387608,52.438999,13.392644,52.429889,201700
13.223316,52.544075,13.319613,52.536992,201730
13.379641,52.494597,13.376896,52.501945,201820
13.184599,52.547615,13.196601,52.535227,202090
13.288494,52.4774,13.293884,52.479004,202180
13.339078,52.471445,13.36412,52.475554,202200
13.458406,52.549823,13.39236,52.555525,202200
13.500058,52.56458,13.444518,52.547593,202260
13.292671,52.623206,13.31135,52.439735,202290
13.4576,52.545977,13.427198,52.544469,202340
13.36412,52.475554,13.342028,52.490537,202380
13.29931,52.447866,13.32183,52.50189,202430
13.419579,52.547752,13.424999,52.540308,202450
13.592855,52.52065,13.604592,52.538682,202470
13.399758,52.577133,13.373485,52.556878,202490
13.605192,52.529291,13.579527,52.51754,202540
13.36045,52.597363,13.228684,52.505115,202730
13.568424,52.48669,13.480402,52.583503,202750
13.369777,52.418401,13.346819,52.412679,202760
13.402617,52.502182,13.264745,52.505337,203050
13.349353,52.508572,13.342541,52.531998,203200
13.618697,52.45532,13.598648,52.534925,203300
13.402513,52.514648,13.384218,52.510011,203380
13.358941,52.506143,13.309874,52.525731,203410
13.341285,52.433719,13.289405,52.41847,203440
13.389572,52.618405,13.326667,52.530955,203490
13.455923,52.51935,13.474283,52.514602,203580
13.37444,52.47893,13.369944,52.553028,203590
13.538435,52.569695,13.469153,52.602274,203630
13.511897,52.554624,13.5123,52.562905,203710
13.511645,52.454616,13.532921,52.459375,203720
13.567956,52.555423,13.516123,52.546338,203720
13.329739,52.523847,13.262305,52.513208,203750
13.340236,52.452918,13.32114,52.465626,203760
13.358402,52.537847,13.429849,52.574311,203860
13.33145,52.443536,13.322785,52.455209,203930
13.179852,52.526723,13.24146,52.509538,204030
13.325814,52.532474,13.393166,52.517194,204110
13.500633,52.615962,13.471038,52.615354,204130
13.485291,52.547008,13.523649,52.478881,204170
13.388331,52.533923,13.350526,52.513178,204320
13.440898,52.492456,13.335219,52.505353,204360
13.374948,52.487678,13.315124,52.438075,204380
13.278273,52.468578,13.277919,52.452809,204390
13.356101,52.607074,13.493115,52.523021,204490
13.367403,52.497409,13.341459,52.520659,204520
13.452367,52.512492,13.468401,52.545385,204530
13.335444,52.426307,13.333802,52.438621,204550
13.430679,52.475198,13.340289,52.475485,204590
13.312992,52.48059,13.425269,52.473107,204860
13.324841,52.491342,13.288785,52.479329,204900
13.328495,52.449914,13.333977,52.515414,204940
13.424383,52.444771,13.345507,52.419758,205110
13.426193,52.499384,13.375273,52.528269,205120
13.426796,52.504831,13.599157,52.505943,205140
13.222534,52.424114,13.248535,52.44942,205290
13.57727,52.553223,13.480459,52.535295,205360
13.575932,52.484208,13.52005,52.486764,205460
13.348659,52.440205,13.298173,52.447214,205490
13.444537,52.470042,13.459176,52.444572,205520
13.142156,52.537356,13.162482,52.520118,205620
13.300674,52.420809,13.318715,52.498186,205620
13.442987,52.483847,13.351155,52.425635,205640
13.468427,52.559836,13.452132,52.527701,205720
13.484226,52.447711,13.381326,52.457236,205740
13.598067,52.429626,13.478702,52.48169,205830
13.245834,52.522514,13.264528,52.50906,205850
13.214271,52.428343,13.232365,52.437664,205960
13.371439,52.580134,13.270496,52.537754,205970
13.191397,52.547699,13.382712,52.468606,206060
13.462167,52.450952,13.286641,52.512254,206100
13.387383,52.446802,13.33515,52.488035,206230
13.291148,52.513239,13.315499,52.479754,206260
13.571899,52.568357,13.576197,52.561137,206300
13.464868,52.572085,13.506986,52.57738,206300
13.406019,52.404332,13.346347,52.436708,206300
13.285474,52.587767,13.108724,52.40844,206390
13.43659,52.439797,13.376723,52.470033,206410
13.133288,52.472294,13.123421,52.466843,206430
13.336704,52.597867,13.373498,52.594579,206500
13.257053,52.435004,13.269892,52.450918,206530
13.361027,52.540738,13.360738,52.523791,206600
13.293859,52.484189,13.45717,52.453323,206740
13.628664,52.506879,13.507506,52.536652,206850
13.444872,52.448387,13.468129,52.427654,206860
13.297337,52.421295,13.242115,52.436654,206870
13.283883,52.585825,13.321591,52.577313,206870
13.424749,52.502106,13.451219,52.465143,206890
13.448742,52.61801,13.455048,52.559283,206950
13.419563,52.465024,13.444284,52.463691,206980
13.512139,52.538067,13.604592,52.538682,206990
13.557035,52.525181,13.594538,52.539052,207000
13.378633,52.451102,13.293752,52.548188,207010
13.174128,52.550748,13.282873,52.540658,207050
13.50329,52.575854,13.581424,52.551891,207110
13.379294,52.582685,13.412337,52.567376,207210
13.404617,52.549179,13.428037,52.546715,207230
13.337396,52.462585,13.257176,52.518808,207240
13.440899,52.425806,13.335138,52.436592,207350
13.389555,52.529747,13.368916,52.526177,207370
13.498844,52.538946,13.388331,52.533923,207430
13.310121,52.493447,13.303132,52.475199,207440
13.355514,52.596656,13.317512,52.559852,207480
13.351141,52.490523,13.405905,52.537364,207490
13.147578,52.458172,13.118621,52.450488,207650
13.442502,52.590828,13.40736,52.613638,207780
13.392856,52.391376,13.41991,52.414987,207870
13.387173,52.457922,13.334806,52.410066,207980
13.324241,52.478721,13.284612,52.473991,207990
13.319906,52.578194,13.182142,52.549437,208010
13.286151,52.495984,13.402398,52.46477,208030
13.311481,52.6127,13.301214,52.599548,208040
13.354155,52.541616,13.283459,52.579917,208050
13.353748,52.476158,13.296656,52.588176,208100
13.300384,52.500268,13.345671,52.416,208100
13.474663,52.511012,13.468497,52.436062,208230
13.348912,52.457619,13.341709,52.502296,208330
13.430411,52.524964,13.417993,52.515461,208400
13.388924,52.497616,13.449471,52.522081,208400
13.48167,52.515669,13.550963,52.553984,208410
13.321968,52.517751,13.282628,52.506474,208480
13.285269,52.509645,13.354456,52.538467,208570
13.323427,52.562832,13.352649,52.559266,208590
13.200134,52.546964,13.194803,52.513505,208600
